Order_ID,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_Percentage,Sales_Amount,Order_Date,City,Segment,Net_Profit_Loss
1389,Barbara Jones,Dresses,Wrap Dress,2,2742.38,0,5484.76,25-07-2023,Ahmedabad,OTHERS,1987.46
1031,Eric Williams,T-Shirts,Classic Tee,6,3792.09,0,22752.54,03-12-2023,Bengaluru,B2C,194.31
1465,William Peck,Accessories,Belts,2,2215.4,0.96,177.23,20-02-2025,Hyderabad,OTHERS,-85.73
1471,Tammy Johnson,Accessories,Belts,2,4882.03,0.23,7518.33,21-08-2023,Hyderabad,B2C,-605.67
1475,Nancy James,T-Shirts,Oversized T-shirt,2,3692.25,0,7384.5,11-11-2024,Mumbai,B2C,433.87
1484,Judith Johnson,Jackets,Bomber Jacket,2,818.68,0,1637.36,29-12-2023,Mumbai,OTHERS,2357.74
1487,Nancy Taylor,Accessories,Sunglasses,6,1234.08,0.71,2147.3,15-03-2024,Delhi,B2C,-849.81
1496,Laura Myers,Jackets,Denim Jacket,1,4874.76,0,4874.76,29-12-2024,Ahmedabad,B2B,2438.13
1498,Tiffany Calhoun,Jeans,Straight Cut,6,3771.67,0,22630.02,01-10-2024,Mumbai,B2C,2442.42
1503,Linda Allen,T-Shirts,Oversized T-shirt,2,4621.79,0.32,6285.63,18-05-2025,Delhi,B2C,1350.48
1504,James Matthews,Shoes,Loafers,2,2558.43,0,5116.86,08-11-2024,Bengaluru,B2B,-360.49
1515,Lauren Bailey,Accessories,Sunglasses,3,4596.03,0,13788.09,01-07-2025,Delhi,OTHERS,-866.29
1519,Jennifer Alvarado,Accessories,Belts,1,3762.86,0,3762.86,17-10-2024,Mumbai,B2B,2567.73
1525,David Morales,Accessories,Watches,5,4591.26,0,22956.3,03-01-2025,Hyderabad,B2B,-602.8
1526,Rachel Rios,Shoes,Sneakers,2,1884.25,0,3768.5,11-10-2024,Bengaluru,OTHERS,1177.57
1570,William Aguilar,Jackets,Leather Jacket,1,4774.77,0.96,190.99,08-04-2025,Mumbai,B2C,-146.17
1576,Rick Moran,Jackets,Denim Jacket,1,1882.14,0.6,752.86,05-01-2025,Ahmedabad,B2B,2554.79
1582,David Noble,Jeans,Slim Fit Jeans,1,4809.9,0.92,384.79,28-09-2024,Mumbai,OTHERS,-356.01
1585,Tina Keith,Shoes,Sneakers,2,2738.72,0.89,602.52,11-11-2024,Delhi,OTHERS,-709.13
1596,Mark Campbell,Jackets,Puffer Coat,3,738.29,0,2214.87,23-09-2024,Ahmedabad,B2B,-871.38
1597,Linda Ross,T-Shirts,Crop Top,1,657.51,0.77,151.23,04-08-2024,Delhi,B2C,2744.32
1608,Lindsay Sanchez,Shoes,Slip-ons,3,3536.61,0.79,2228.06,20-02-2025,Mumbai,B2C,-55.01
1612,Stephanie Ferguson,Jackets,Puffer Coat,5,1010.24,0,5051.2,26-02-2025,Pune,OTHERS,2174.98
1613,Anna Valdez,Accessories,Watches,1,1575.26,0,1575.26,08-01-2025,Delhi,B2C,-641.72
1615,Joel Fitzpatrick,Dresses,Casual Midi,6,4962.7,0.02,29180.68,04-08-2023,Hyderabad,B2C,61.6
1621,Scott Webb,T-Shirts,Classic Tee,6,639.67,0,3838.02,28-09-2024,Hyderabad,B2B,1599.1
1004,Heather Gordon,Jeans,Ripped Denim,6,987.35,0,5924.1,04-02-2025,Mumbai,B2B,-108.36
1628,Gary Simon,Dresses,Bodycon,1,3345.58,0.26,2475.73,15-04-2024,Hyderabad,OTHERS,2274.54
1645,Brian Floyd,T-Shirts,Classic Tee,2,2660.45,0.22,4150.3,08-10-2023,Bengaluru,B2B,-825.82
1655,Anthony Kent,Jeans,Boyfriend Jeans,5,1385.86,0.71,2009.5,01-06-2025,Mumbai,B2C,1839.94
1048,Michael Keller,Accessories,Watches,4,1429.93,0,5719.72,14-11-2024,Ahmedabad,B2B,1844.84
1679,Justin Rose,T-Shirts,Classic Tee,1,4198.5,0,4198.5,21-07-2024,Pune,OTHERS,2518.86
1684,Mark Silva,Dresses,Maxi Dress,2,3537.97,0.26,5236.2,05-08-2024,Bengaluru,OTHERS,1385.75
1690,Mary Tran,Jackets,Puffer Coat,5,1941.39,0.54,4465.2,04-03-2025,Delhi,B2C,206.95
1691,Kathryn Hardy,Shoes,Boots,6,2878.51,0,17271.06,18-04-2025,Mumbai,OTHERS,2503.51
1697,Sandra Peterson,Accessories,Belts,2,1758.97,0,3517.94,12-02-2025,Delhi,OTHERS,2026.97
1699,Linda Long,Shoes,Sneakers,6,701.16,0,4206.96,09-02-2025,Delhi,B2C,2632.17
1705,Cynthia Conway,Shoes,Sneakers,2,4170.76,0,8341.52,12-05-2025,Bengaluru,OTHERS,826.76
1709,Jerry Carroll,Jackets,Denim Jacket,5,1717.79,0,8588.95,28-09-2024,Ahmedabad,B2B,2264.16
1712,Ricardo Moran,Accessories,Belts,1,2386.58,0,2386.58,14-08-2024,Pune,B2B,1879.59
1717,Marie Nelson,T-Shirts,Crop Top,4,1279.2,0.27,3735.26,15-11-2024,Delhi,B2C,453.7
1718,Christina Meyers,Jackets,Denim Jacket,5,3988.99,0,19944.95,25-05-2025,Hyderabad,B2C,1430.08
1719,Lisa Vang,Jeans,Boyfriend Jeans,3,4407.79,0.64,4760.41,15-03-2025,Delhi,B2B,1150.06
1720,Dylan Armstrong,Jackets,Leather Jacket,3,3667.54,0.57,4731.13,31-07-2023,Ahmedabad,B2B,459.43
1725,Jonathan Schmidt,Dresses,Maxi Dress,3,671.5,0,2014.5,13-08-2024,Hyderabad,B2B,1938.72
1728,Paige Lee,Shoes,Loafers,1,733.15,0.27,535.2,25-01-2025,Ahmedabad,B2B,273.12
1732,Mary Kline,Dresses,Wrap Dress,5,4982.68,0,24913.4,06-11-2023,Mumbai,B2B,2239.42
1733,Selena Baker,Jackets,Bomber Jacket,2,721.25,0,1442.5,29-01-2025,Delhi,OTHERS,-936.38
1739,Brent Rios,Jackets,Denim Jacket,3,963.18,0,2889.54,01-01-2025,Mumbai,B2B,-114.6
1741,Jennifer Dominguez,T-Shirts,Graphic Tee,1,1762.56,0.98,35.25,13-01-2024,Ahmedabad,B2B,1217.93
1760,Dustin Blackburn,Accessories,Watches,3,4326.6,0,12979.8,06-01-2025,Ahmedabad,B2B,1495.82
1029,Lisa Moss,Jackets,Bomber Jacket,3,4343.12,0,13029.36,17-06-2025,Hyderabad,B2C,2997.11
1765,Patrick Chen,Jeans,Straight Cut,6,1016.5,0,6099,21-02-2025,Mumbai,B2C,-420.11
1768,Sandra Jensen,Shoes,Slip-ons,5,3548.22,0,17741.1,26-07-2023,Mumbai,B2B,2960.22
1771,Ruth Bennett,Shoes,Slip-ons,1,730.48,0,730.48,07-01-2025,Hyderabad,B2C,-162.02
1774,Robert Hunter DDS,Accessories,Sunglasses,3,4137.43,0,12412.29,30-04-2025,Ahmedabad,B2C,895.53
1778,Brandi Stone,T-Shirts,Crop Top,5,2716.57,0,13582.85,04-10-2024,Mumbai,B2C,2059.98
1784,Matthew Barajas,T-Shirts,Crop Top,4,2068.05,0,8272.2,08-10-2024,Mumbai,B2C,-379.91
1785,Jeffery Hoover,T-Shirts,Oversized T-shirt,3,4103,0,12309,27-05-2025,Hyderabad,B2C,567.89
1014,Gregory Palmer,Jeans,Slim Fit Jeans,5,2951.4,0,14757,13-11-2024,Delhi,OTHERS,2811.87
1790,April Delgado,Jackets,Bomber Jacket,1,3268.42,0,3268.42,16-05-2025,Delhi,B2C,259.67
1793,Maria Krueger,Dresses,Maxi Dress,5,1887.84,0,9439.2,21-08-2024,Ahmedabad,B2C,1275.03
1807,Angela Lopez,Jeans,Boyfriend Jeans,4,2308.12,0,9232.48,03-06-2025,Bengaluru,B2C,362.88
1816,Danielle Love,T-Shirts,Graphic Tee,1,1130.83,0.84,180.93,28-07-2023,Hyderabad,OTHERS,-804.96
1820,John Bailey,T-Shirts,Graphic Tee,5,1965.04,0,9825.2,25-07-2023,Pune,OTHERS,20.89
1846,Ashley Malone,Accessories,Sunglasses,1,694.71,0,694.71,26-01-2025,Ahmedabad,B2B,2991.27
1851,Ms. Brianna Jones,Jeans,Slim Fit Jeans,5,1505,0,7525,11-12-2024,Bengaluru,B2B,-29.76
1853,Joseph Hall,Accessories,Watches,3,2862.48,0,8587.44,15-09-2023,Ahmedabad,B2B,2555.84
1855,Lisa Smith,T-Shirts,Crop Top,5,3870.85,0,19354.25,03-02-2025,Bengaluru,B2C,2313.58
1856,Paul Garrison,Dresses,Wrap Dress,1,2737.23,0,2737.23,08-05-2025,Mumbai,B2B,2855.35
1859,Priscilla Williams,Accessories,Sunglasses,4,1442.86,0.85,865.72,10-04-2025,Hyderabad,B2B,1183.93
1864,Cory Chambers,Accessories,Caps,4,1570.06,0,6280.24,20-02-2024,Delhi,OTHERS,1017.26
1865,Ann Melton,Jackets,Leather Jacket,2,2496.81,0,4993.62,19-04-2024,Hyderabad,OTHERS,28.7
1866,Dylan Roth,T-Shirts,Graphic Tee,4,4471.17,0.6,7153.87,23-04-2025,Pune,B2C,1335.92
1874,Melanie Phillips,Shoes,Slip-ons,5,2847.02,0,14235.1,27-03-2024,Ahmedabad,OTHERS,-573.97
1880,Nicholas Evans,Accessories,Watches,1,772.97,0.9,77.3,10-10-2024,Pune,B2B,843.81
1881,Patricia Brooks,Shoes,Slip-ons,3,1772.6,0,5317.8,28-06-2025,Bengaluru,B2B,993.92
1894,Maurice Reynolds,Jackets,Leather Jacket,2,2793.89,0,5587.78,22-08-2023,Hyderabad,B2B,-512.73
1898,Tonya Kirby,T-Shirts,Classic Tee,5,776.98,0,3884.9,17-12-2024,Mumbai,B2C,2977.35
1904,Meredith Murphy,Jeans,Ripped Denim,1,1339.18,0,1339.18,13-07-2025,Bengaluru,B2C,554.93
1909,Christopher Burgess,Accessories,Sunglasses,1,3114.13,0,3114.13,22-05-2025,Pune,B2B,2743.54
1911,Bruce Brown,Jeans,Ripped Denim,6,2357.7,0,14146.2,17-08-2024,Ahmedabad,OTHERS,1901.07
1914,Rodney Lee,Jeans,Boyfriend Jeans,6,3661.49,0.11,19552.36,10-07-2025,Pune,OTHERS,-527.32
1926,Connie Wilson,Shoes,Slip-ons,2,2533.37,0,5066.74,04-08-2024,Bengaluru,B2C,-490.96
1936,Michelle Walsh,Jeans,Ripped Denim,5,804.78,0,4023.9,10-01-2025,Ahmedabad,OTHERS,1109.21
1937,Tim Dean,Accessories,Watches,4,643.24,0,2572.96,18-05-2025,Ahmedabad,B2C,1670.97
1951,Anna Rogers,Shoes,Loafers,2,2390.43,0.35,3107.56,05-10-2024,Delhi,OTHERS,-634.86
1954,Miss Angela Webb,Jeans,Ripped Denim,2,2315.78,0,4631.56,26-05-2025,Ahmedabad,OTHERS,2501.64
1955,Sean Smith,Shoes,Sneakers,1,2787.46,0.92,223,11-01-2025,Mumbai,B2B,2909.73
1960,Janet Murray MD,Shoes,Slip-ons,2,1369.81,0.67,904.07,16-11-2024,Pune,B2B,1179.44
1979,Thomas Shepard,Dresses,Bodycon,2,4375.7,0.91,787.63,13-06-2025,Bengaluru,B2B,250.46
1980,Mary Hill,Accessories,Caps,1,1426.73,0,1426.73,08-10-2023,Pune,B2C,2451.99
1990,Danny Ayers,Jeans,Boyfriend Jeans,1,1203.45,0,1203.45,27-04-2025,Delhi,B2C,1184.36
1994,Manuel Carter,Jeans,Ripped Denim,1,1010.48,0,1010.48,26-07-2024,Hyderabad,B2C,2321.53
1998,Thomas Howard,T-Shirts,Classic Tee,5,2567.59,0,12837.95,04-10-2023,Delhi,B2C,-702.7
2000,Christopher Ortiz,Jackets,Leather Jacket,1,1966.21,0,1966.21,16-08-2024,Bengaluru,OTHERS,2035.1
2010,Casey Mathews,T-Shirts,Graphic Tee,1,3630.24,0,3630.24,17-10-2024,Ahmedabad,OTHERS,-194.42
2011,Heidi Ward,Shoes,Slip-ons,1,3989.68,0,3989.68,31-03-2025,Mumbai,B2C,999.35
2016,Susan Davis,Shoes,Boots,2,1435.85,0,2871.7,09-05-2025,Hyderabad,B2B,317.58
2019,Matthew Gibson,Jeans,Straight Cut,2,1797.91,0,3595.82,23-01-2025,Ahmedabad,B2C,2132.08
2020,Laura Anderson,Jeans,Straight Cut,2,3954.73,0.3,5536.62,11-05-2025,Bengaluru,OTHERS,-78.22
2024,Todd Edwards,Dresses,Casual Midi,4,4220.2,0,16880.8,14-12-2023,Delhi,B2C,2488.92
2027,Vanessa Hale,Shoes,Slip-ons,5,2734.95,0.17,11350.04,04-01-2025,Mumbai,B2C,-657.03
2030,Larry Kent,Dresses,Wrap Dress,1,1354.69,0,1354.69,11-12-2024,Hyderabad,B2C,-710.56
2034,Amanda Jones,Accessories,Sunglasses,6,3080.12,0.26,13675.73,23-06-2025,Hyderabad,B2C,-678.89
2037,Robert Fletcher,Shoes,Boots,1,1120.52,0,1120.52,11-07-2025,Hyderabad,B2B,-523.32
2051,Eric Armstrong,Accessories,Sunglasses,2,1234.27,0,2468.54,28-02-2025,Pune,B2B,-911.71
2052,John Carroll Jr.,Dresses,Maxi Dress,3,4971.74,0,14915.22,31-05-2024,Bengaluru,OTHERS,1386.13
2059,Christopher Taylor,Accessories,Sunglasses,3,1193.03,0,3579.09,07-03-2025,Mumbai,B2B,-876.83
2062,John Sanchez,Dresses,Casual Midi,4,2975.64,0,11902.56,29-07-2024,Hyderabad,OTHERS,-644.2
2065,Andrea Jones,T-Shirts,Crop Top,4,3590.4,0,14361.6,22-08-2024,Bengaluru,OTHERS,-86.57
2084,Frank Garcia MD,Jackets,Puffer Coat,6,4068.82,0,24412.92,03-04-2025,Ahmedabad,B2B,719.55
2100,Amy Parker,Shoes,Slip-ons,1,1528.94,0.67,504.55,26-01-2025,Delhi,B2B,2294.33
2105,Brandon Mccormick,Shoes,Slip-ons,1,3643.63,0.19,2951.34,07-04-2025,Mumbai,B2C,375.4
2106,Brenda Graham,Dresses,Wrap Dress,4,4312.21,0,17248.84,22-04-2024,Delhi,B2C,552.97
2118,Jacob Morris,Dresses,Wrap Dress,3,3952.46,0.82,2134.33,20-04-2025,Bengaluru,B2C,836.99
2121,Kristen Gutierrez,Jeans,Boyfriend Jeans,2,1209.8,0,2419.6,12-03-2024,Bengaluru,OTHERS,959.68
2143,Emily Chambers,Dresses,Wrap Dress,3,662.52,0.96,79.5,23-01-2025,Bengaluru,B2B,2079.07
2144,Jacob Curry,Jackets,Bomber Jacket,1,906.82,0.92,72.55,04-01-2025,Ahmedabad,OTHERS,2348.39
2176,Michelle Anderson,Jackets,Puffer Coat,6,4954.67,0,29728.02,14-07-2025,Hyderabad,OTHERS,2176.54
2190,Courtney Wright,Jeans,Boyfriend Jeans,3,3887.5,0,11662.5,07-12-2024,Delhi,OTHERS,1787.25
2214,Regina Rodriguez,Dresses,Casual Midi,1,4854.03,0,4854.03,12-10-2024,Ahmedabad,OTHERS,864.66
2219,Lisa Ford,T-Shirts,Graphic Tee,4,2403.95,0,9615.8,23-10-2024,Mumbai,B2C,858.23
2220,Robert Cline,Accessories,Belts,1,2170.71,0.58,911.7,02-06-2025,Bengaluru,OTHERS,1689.68
2223,Alexander Costa Jr.,Jeans,Straight Cut,1,3445.9,0.81,654.72,28-12-2024,Mumbai,B2B,2374.18
2233,Debra Wilcox,Dresses,Casual Midi,1,4604.85,0.14,3960.17,16-07-2025,Hyderabad,OTHERS,-627.17
2238,Marcus Harris,T-Shirts,Classic Tee,1,4808.35,0,4808.35,28-03-2025,Ahmedabad,OTHERS,-282.61
2242,Andrew Trevino,Shoes,Loafers,6,4450.17,0,26701.02,17-11-2024,Ahmedabad,OTHERS,-96.55
2252,Lauren Cook,Shoes,Sneakers,6,2755.37,0,16532.22,16-05-2025,Delhi,B2C,613.59
2255,Julian Nielsen,Accessories,Belts,2,4478.08,0,8956.16,05-05-2025,Pune,OTHERS,2090.38
2259,Johnny Doyle,Shoes,Sneakers,1,2854.4,0,2854.4,04-08-2024,Bengaluru,B2C,542.9
2270,Thomas Murillo,Dresses,Maxi Dress,1,2710.56,0,2710.56,06-05-2025,Delhi,OTHERS,2414.47
2272,Martin Lynch,Jackets,Leather Jacket,4,2540.1,0.69,3149.72,26-05-2025,Mumbai,B2C,733.06
2273,Laura Perez,Jeans,Ripped Denim,6,3064.21,0,18385.26,06-10-2024,Delhi,B2C,1569.81
2279,Mark Henderson,Accessories,Belts,6,3294.21,0.89,2174.18,07-10-2024,Pune,B2C,1874.46
2290,Theresa Stone,Dresses,Casual Midi,4,1405.39,0,5621.56,23-08-2024,Bengaluru,B2C,712.37
2313,Shawn Martinez,Dresses,Casual Midi,2,2440.38,0,4880.76,08-03-2025,Bengaluru,B2B,-899.53
2316,April Ward,Jeans,Ripped Denim,4,1529.48,0,6117.92,28-04-2024,Mumbai,B2C,1325.56
2331,Raymond Floyd,Dresses,Casual Midi,2,2967.49,0,5934.98,04-05-2025,Pune,OTHERS,1890.42
2335,Heather Walsh,Accessories,Caps,1,3508.21,0.62,1333.12,21-10-2024,Bengaluru,B2B,-309.15
2338,Gregory Kennedy,Dresses,Wrap Dress,5,1378.76,0.19,5583.98,11-02-2025,Mumbai,B2B,2284.97
2339,Robert Nelson,Jeans,Ripped Denim,1,1289.24,0,1289.24,30-10-2024,Mumbai,B2B,555.48
2345,Susan Gonzalez,Jeans,Slim Fit Jeans,1,1095.03,0,1095.03,19-12-2024,Ahmedabad,B2C,1317.75
2346,Christopher Hawkins,Jeans,Boyfriend Jeans,2,4922.99,0,9845.98,16-11-2024,Bengaluru,B2B,-712.37
2350,Victoria Greene,Shoes,Slip-ons,1,3148.46,0,3148.46,23-09-2023,Bengaluru,B2B,-165.49
2357,Catherine Young,Jeans,Ripped Denim,5,509.54,0,2547.7,23-12-2024,Delhi,B2C,2233.39
2363,Kara Waller,Jeans,Boyfriend Jeans,1,3640.29,0.86,509.64,02-12-2024,Hyderabad,B2C,879.32
2366,Aaron Molina,Shoes,Sneakers,6,429.37,0,2576.22,29-06-2024,Mumbai,B2B,-21.4
2367,Javier Sloan,Shoes,Sneakers,3,500.41,0,1501.23,22-12-2024,Mumbai,OTHERS,1732.45
2371,Charles Ray,Shoes,Loafers,3,4467.25,0,13401.75,06-06-2025,Hyderabad,OTHERS,2388.55
2377,David Mitchell,T-Shirts,Classic Tee,4,4458.48,0,17833.92,09-10-2024,Bengaluru,B2B,631
2379,Daniel Greer,Jackets,Denim Jacket,6,2188.74,0,13132.44,21-02-2024,Bengaluru,B2C,-885.72
2384,Eric Hoffman,Jackets,Denim Jacket,3,1625.58,0.1,4389.07,16-07-2025,Pune,OTHERS,2368.55
2392,Adrienne Anderson MD,Accessories,Sunglasses,3,4550.95,0,13652.85,20-03-2025,Ahmedabad,OTHERS,-951.64
2393,David Snyder,Jackets,Bomber Jacket,5,753.85,0,3769.25,19-11-2024,Delhi,B2C,251.29
2399,Amy Frederick,Jeans,Slim Fit Jeans,2,3643.5,0,7287,04-08-2024,Delhi,B2B,1452.6
2401,Kayla Peters,Accessories,Belts,2,2159.68,0,4319.36,09-01-2025,Pune,OTHERS,1873.8
2419,Rebekah Parker,Shoes,Slip-ons,2,1832.16,0,3664.32,17-09-2024,Mumbai,B2C,2843.62
2421,Ashley Harrison,Accessories,Caps,4,4411.39,0,17645.56,12-08-2024,Hyderabad,OTHERS,-501.29
2424,James Day,Shoes,Loafers,5,2476.15,0,12380.75,19-12-2023,Pune,B2C,387.88
2427,Sean Tran,T-Shirts,Classic Tee,5,1510.89,0,7554.45,15-11-2024,Bengaluru,B2B,2959.19
2429,Melissa Clark,Shoes,Loafers,1,4193.1,0,4193.1,26-09-2024,Hyderabad,B2C,436.03
2443,Erin Cook,T-Shirts,Graphic Tee,1,4981.86,0,4981.86,27-09-2024,Pune,OTHERS,1410.16
2447,Ronald Cohen,Dresses,Maxi Dress,6,1773.3,0,10639.8,11-11-2024,Hyderabad,OTHERS,2073.35
2450,Elizabeth Rice,Accessories,Caps,2,3333.87,0,6667.74,05-05-2025,Ahmedabad,OTHERS,1673.63
2460,Jon Hernandez,Accessories,Watches,2,3157.28,0.07,5872.54,25-09-2023,Hyderabad,OTHERS,971.15
2461,David Alvarez,Jackets,Puffer Coat,1,4225.58,0,4225.58,28-01-2025,Hyderabad,B2B,-793.29
2462,John Perry,Accessories,Belts,2,2123.22,0,4246.44,25-06-2025,Mumbai,OTHERS,2645.36
2490,Cindy Zamora,T-Shirts,Oversized T-shirt,5,688.38,0,3441.9,28-11-2024,Bengaluru,OTHERS,-25.21
2497,Darren Bailey,Accessories,Watches,1,3607.5,0,3607.5,13-01-2025,Ahmedabad,B2B,-341.21
2498,Wanda Medina,Jackets,Puffer Coat,4,2043.67,0,8174.68,07-09-2023,Pune,B2C,-24.72
2499,Heather Taylor,Dresses,Casual Midi,2,4638.76,0,9277.52,20-01-2025,Hyderabad,OTHERS,379.89
2505,Jeff Dorsey,Shoes,Sneakers,1,1258.77,0.71,365.04,01-01-2025,Hyderabad,B2B,549.6
